"m.z"	"p.value"	"t.score"
85.0395647723429	0.988805422829404	0.00435849968754332
85.0395669921782	0.70360834621891	0.117759628801494
85.0476951464037	0.863903378860114	-0.0533104629966028
85.0632040118185	0.317923927597047	-0.315797759974344
85.0647148914359	0.389354796585076	0.268415653444699
85.0759377032014	0.914710311215062	0.0332364989776345
85.0777282181556	0.526089433231448	0.194739791570952
85.0840277954837	0.637560896375132	0.146396538466645
85.0840583571203	0.760449432529712	-0.0955844017467902
85.0840613422687	0.406498490874475	-0.254068261043505
85.1587281700226	0.829186998109157	-0.0671919181823596
85.1689714154231	0.407419810388589	0.257605064072717
85.1964554359978	0.596229709245583	-0.166498251131737
85.2309910491028	0.420685749653441	0.252537915786444
85.5154684819104	0.831836388927512	-0.0668304736409056
85.5154740349713	0.132551053243047	-0.440480036801507
85.6095504944598	0.784277486974902	-0.0852353276814619
85.9629691074117	0.790094464078144	0.0830946026968666
86.0599474497555	0.53410526390051	0.191125769130716
86.0810575703552	0.424052681363488	0.244532256508312
86.0814949276285	0.950338705215999	-0.0193565351461582
86.0913397051159	0.760908871433686	-0.0943703229470871
86.0963364492673	0.655177500875692	0.139903203588071
86.0963476781412	0.899911237140749	-0.0390885507049775
86.1013518558913	0.499789683770788	-0.209938912442924
86.1111552549153	0.938037552666377	-0.0241653965988736
86.1208906400684	0.528280992114222	-0.199177564281786
86.1941234125246	0.691730163740922	-0.124320897894415
86.373432176474	0.401218612723728	0.262213374811269
86.4216889246488	0.826198997457047	-0.0683786515245024
86.6649934842899	0.977859198696971	0.00865225990999787
86.7066790848473	0.850509791643324	-0.0584844175121986
86.9085822028012	0.924929988448327	0.0292449027759122
86.9556798662796	0.324021132716676	-0.300166748038809
87.0440005687473	0.817953541968643	-0.0720020161513116
87.0440048852969	0.844272023871687	0.0610379786183147
87.0462888865128	0.330707915356015	-0.301903868128864
87.0547872095479	0.828133666677222	0.0673102309087946
87.0790561573255	0.967877003909817	-0.0125473609728019
87.0916193451199	0.377282694484401	0.271195766391111
87.0933988521491	0.57458566175206	-0.173092063091088
87.0997330083254	0.865857043337596	-0.0524375244433845
87.1466197945213	0.824515521017986	0.068766572714885
87.5016498481987	0.623761763492301	-0.153165553774312
87.973628617766	0.410201094524931	-0.251825067302304
87.9736897286057	0.446758553745756	-0.232657867713603
88.0214583267241	0.228297541996876	0.371972511782087
88.0214838418398	0.176614446877688	-0.401832408142471
88.0392203955963	0.851318147996419	-0.0586763461347589
88.0392315182632	0.871229484707443	-0.0502901101648228
88.0577334451129	0.818137060923111	0.0717133753746003
88.0630175307155	0.735967389077926	0.104385590347448
88.0756108188944	0.694008330972975	-0.121855423379477
88.0756277578109	0.525657366517224	0.194921967050947
88.1119850144999	0.726227749851749	-0.108655412591248
88.1120090788717	0.866122121475576	-0.0522941526704174
88.4368504418398	0.980722834431951	-0.00751820528968907
88.4368658265123	0.526257173457391	-0.19488289240026
88.4924461524623	0.456788352312558	0.234432396705165
88.5090579604867	0.880439101200841	-0.0466956596277981
88.5206924678608	0.411065570339219	-0.250709537050659
88.5206933505508	0.424392350781406	0.246749461935829
88.5206948134865	0.899802719523979	0.0390809430676919
88.5550253268101	0.382367669364976	0.269028816410156
88.5615209651218	0.881040577140634	0.0464841059603204
88.5646808652204	0.90031187025645	0.0388812538724397
88.7904456656583	0.676158173185213	-0.130034003342247
88.7904531504379	0.677615886966614	-0.128770445563034
88.8485397307451	0.406551610478582	0.258297679823968
88.9525101500117	0.534045752448136	-0.192367348732537
88.9525176330823	0.158200045597985	-0.41860174854455
89.0082511375433	0.47242524933278	-0.221075772318827
89.0183049860298	0.741430163443266	0.102383249395714
89.0183105075798	0.774560341806111	0.0889954415707633
89.0248046955355	0.477080729787905	-0.223989738965343
89.0292622242133	0.517669797429465	0.199012161831784
89.0344728649711	0.480858588076794	-0.216044222616235
89.0381421065689	0.327082720500035	0.304443455422657
89.0417711446777	0.278056029790248	0.332535128118764
89.0417969604824	0.833046007518713	0.0656890443473031
89.0423348843499	0.509056776383937	-0.203362978850458
89.0595828883232	0.369915127661796	-0.273997515031932
89.0789780398545	0.736256675164015	-0.104987205058133
89.1072238737512	0.559621745935239	0.180242189986757
89.1072393260705	0.820456563919658	0.0704446877315142
89.1072551566559	0.744593886844595	0.100873283993345
89.1217810136694	0.252863907513242	-0.348007769177998
89.2270882115536	0.693380080406507	-0.123072805895893
89.2924637320312	0.953388242133717	0.0182301820145529
89.4825114100011	0.522385285748737	-0.198101717644126
89.4825263159034	0.464360428427672	-0.224667459886386
89.5066984875672	0.71985664709445	-0.111675350352332
89.5297993591889	0.592823400375082	-0.167156532958653
89.5398371458366	0.374996517617787	0.277446723123176
89.6657043312647	0.0515540085525036	0.563743192277459
89.8320285517572	0.450107359745437	0.237830876504682
89.9398078333662	0.0507090634573678	0.55016903544053
89.9636068240711	0.392444942766753	-0.266040415971886
90.0069611071482	0.211171754693893	0.381002897591304
90.0084038900195	0.656594613743933	-0.137826357284046
90.0371143702682	0.803523436688739	-0.0772687887571532
90.0371397800769	0.0779017908914877	0.510690128066683
90.0390770086257	0.82048069881713	0.0703689949598603
90.0495707736976	0.862627873104264	0.0538000804755452
90.0504388469801	0.689698878021906	0.123595342205195
90.0548837284678	0.714164931050234	0.113618158081333
90.0549080573111	0.788198025988901	0.0833014440337992
90.0602339663464	0.708854398368743	0.116064006569089
90.0630203557797	0.478935233673948	-0.217593929565944
90.0707521846589	0.817594037250753	0.0715167718419523
90.0912677969186	0.76632903253395	0.0920789459617253
90.1106009155757	0.262191706704748	0.336769770176584
90.1106303304	0.147929318180696	0.437745697545247
90.295834928621	0.52700394528688	-0.195076973964729
90.5069111508415	0.984637526898026	0.00598182385403107
90.5097605236154	0.812063388554834	0.0738399664511347
90.5097809619557	0.942106660059308	0.0225667613061014
90.5203655748747	0.237138685750745	-0.365860864148645
90.5278529302229	0.713097538524698	0.113834436873769
90.5311507241672	0.996632889120215	-0.00130999837310021
90.5329807907684	0.859741075586879	-0.0548065602584112
90.5416981391017	0.886351658638829	-0.0443525796091758
90.7565983411695	0.0988032532239471	-0.490384503335763
90.8950481450567	0.559129034025415	0.180537882479293
90.9605014774014	0.302045124115316	-0.319212433734647
90.960504650318	0.520827413405955	0.197190075120039
90.9711667788266	0.710899008589578	-0.114895003481808
90.9765670155778	0.313272396801375	-0.305220562249236
90.9926468341422	0.704671399280452	0.117737410698057
90.9926535871126	0.864398155990487	-0.053303432635236
91.0058484759522	0.431770948322919	-0.240141832158152
91.0073101766216	0.968757535719678	-0.012162307811
91.0086115796672	0.617611203939269	0.15398953980999
91.0086141934371	0.746909024294547	0.099932085580145
91.0086235479108	0.336437276491347	0.293263545971324
