"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"189.017106684971","C00111","M+H2O+H[1+]","0.00123021820098757"
"189.017106684971","C00118","M+H2O+H[1+]","0.00123021820098757"
"189.017106684971","C00121","M+K[1+]","0.00153021820099752"
"189.017106684971","C00181","M+K[1+]","0.00153021820099752"
"189.017106684971","C00216","M+K[1+]","0.00153021820099752"
"189.017106684971","C00259","M+K[1+]","0.00153021820099752"
"189.017106684971","C00275","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C00309","M+K[1+]","0.00153021820099752"
"189.017106684971","C00310","M+K[1+]","0.00153021820099752"
"189.017106684971","C00312","M+K[1+]","0.00153021820099752"
"189.017106684971","C00446","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C00476","M+K[1+]","0.00153021820099752"
"189.017106684971","C00508","M+K[1+]","0.00153021820099752"
"189.017106684971","C00636","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C00661","M+H2O+H[1+]","0.00123021820098757"
"189.017106684971","C00663","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C00668","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C00989","M+HCOOK[1+]","0.00123021820098757"
"189.017106684971","C01002","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01089","M+HCOOK[1+]","0.00123021820098757"
"189.017106684971","C01094","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01097","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01113","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01171","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01172","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01177","M-C3H4O2+H[1+]","0.00123021820098757"
"189.017106684971","C01188","M+HCOOK[1+]","0.00123021820098757"
"189.017106684971","C01394","M+K[1+]","0.00153021820099752"
"157.02064687749","C00603","M+Na[1+]","0.0014295892800078"
"151.11167525322","C00777","M+2H[2+]","5.12135500230215e-05"
"151.11167525322","C00848","M-H2O+H[1+]","1.21355000715084e-06"
"124.047782554001","C00180","M(C13)+H[1+]","0.00030608723101011"
"124.047782554001","C00539","M(C13)+H[1+]","0.00030608723101011"
"124.047782554001","C00633","M(C13)+H[1+]","0.00030608723101011"
"149.053871244674","C00202","M-H4O2+H[1+]","0.00129477790400756"
"223.132489370092","C00843","M+HCOONa[1+]","0.00201290332199733"
"223.132489370092","C01411","M+HCOONa[1+]","0.00201290332199733"
"324.927648060075","C00236","M+NaCl[1+]","0.00247159330501745"
"324.927648060075","C01159","M+NaCl[1+]","0.00247159330501745"
"930.199769740208","C00411","M-CO2+H[1+]","0.00919327343808618"
"175.111644472444","C00214","M-HCOONa+H[1+]","0.00146800567395644"
"186.075968808487","C00202","M(C13)+H[1+]","0.00120765828299341"
"186.075968808487","C00140","M-H4O2+H[1+]","7.65828301041438e-06"
"186.075968808487","C00250","M+H2O+H[1+]","0.000107658283013734"
"186.075968808487","C00645","M-H4O2+H[1+]","7.65828301041438e-06"
"186.075968808487","C00859","M+H+Na[2+]","0.00095765828302774"
"186.075968808487","C01132","M-H4O2+H[1+]","7.65828301041438e-06"
"161.993598230325","C00253","M+K[1+]","0.00117823644501414"
"142.983552356236","C01010","M+K[1+]","0.00142411053400338"
"137.024829858519","C00149","M(S34)+H[1+]","0.000253391748998411"
"137.024829858519","C00149","M(Cl37)+H[1+]","0.00114660825099122"
"137.024829858519","C00497","M(S34)+H[1+]","0.000253391748998411"
"137.024829858519","C00497","M(Cl37)+H[1+]","0.00114660825099122"
"137.024829858519","C00711","M(S34)+H[1+]","0.000253391748998411"
"137.024829858519","C00711","M(Cl37)+H[1+]","0.00114660825099122"
"102.054845565831","C01234","M+H[1+]","0.000130900938998479"
"102.054845565831","C00025","M-HCOOH+H[1+]","0.000230900938987588"
"102.054845565831","C00188","M-H2O+H[1+]","3.09009389951598e-05"
"102.054845565831","C00217","M-HCOOH+H[1+]","0.000230900938987588"
"102.054845565831","C00263","M-H2O+H[1+]","3.09009389951598e-05"
"102.054845565831","C00302","M-HCOOH+H[1+]","0.000230900938987588"
"102.054845565831","C00820","M-H2O+H[1+]","3.09009389951598e-05"
"102.054845565831","C00940","M-CO2+H[1+]","0.000130900938984269"
"102.054845565831","C00979","M-HCOOH+H[1+]","0.000230900938987588"
"102.054845565831","C01005","M-HCOOK+H[1+]","3.09009390093706e-05"
"102.054845565831","C01250","M-C3H4O2+H[1+]","0.000130900938998479"
"118.065003539373","C00463","M+H[1+]","7.29273969994892e-05"
"139.061306138416","C00502","M-CO+H[1+]","0.00132967164600473"
"139.061306138416","C00545","M-CO+H[1+]","0.00132967164600473"
"139.061306138416","C00878","M-CO+H[1+]","0.00132967164600473"
"139.061306138416","C01251","M-HCOONa+H[1+]","0.00127032835399632"
"90.0371397800769","C00155","M-HCOOH+H[1+]","0.000136686693096522"
"303.231073162886","C00376","M+H2O+H[1+]","0.000803303884026718"
"303.231073162886","C01176","M-CO+H[1+]","0.000703303883994977"
"209.153356885983","C00449","M-HCOONa+H[1+]","0.00138041921297827"
"342.118184320491","C00089","M[1+]","0.00198432049103303"
"342.118184320491","C00185","M[1+]","0.00198432049103303"
"342.118184320491","C00208","M[1+]","0.00198432049103303"
"342.118184320491","C00243","M[1+]","0.00198432049103303"
"342.118184320491","C00252","M[1+]","0.00198432049103303"
"342.118184320491","C00897","M[1+]","0.00198432049103303"
"342.118184320491","C01083","M[1+]","0.00198432049103303"
"342.118184320491","C01235","M[1+]","0.00198432049103303"
"129.018148137456","C00940","M-NH3+H[1+]","0.000128329314009079"
"129.018148137456","C00026","M-H2O+H[1+]","2.83293140057594e-05"
"129.018148137456","C00417","M-HCOOH+H[1+]","0.000128329314009079"
"129.018148137456","C01036","M-C3H4O2+H[1+]","0.000128329314037501"
"129.018148137456","C01061","M-C3H4O2+H[1+]","0.000128329314037501"
"98.995124446393","C00086","M+K[1+]","5.2020376983819e-05"
"256.115677867282","C01092","M+HCOONa[1+]","0.000201400511969041"
"203.113845635436","C01298","M-H2O+H[1+]","3.08313339871802e-05"
"133.036387773626","C00049","M[1+]","0.00111222637400488"
"133.036387773626","C00402","M[1+]","0.00111222637400488"
"141.090903739251","C00588","M-CO2+H[1+]","0.000472727519024829"
"141.090903739251","C00860","M[1+]","0.000703739250980107"
"744.831435715742","C01204","M+HCOOK[1+]","0.00145924897208261"
"453.114142829812","C00021","M+HCOONa[1+]","0.00213363695797852"
"317.114110625036","C00921","M(S34)+H[1+]","0.00166584173399542"
"317.114110625036","C00921","M(Cl37)+H[1+]","0.0030658417340419"
"168.06300966479","C01316","M(C13)+3H[3+]","0.000766531353349365"
"175.047678422322","C01042","M[1+]","0.00042157767799722"
"175.047678422322","C01045","M[1+]","0.00042157767799722"
"801.329614962655","C00194","M+H+Na[2+]","0.0021884958849796"
"805.10517590917","C00894","M-NH3+H[1+]","0.00140055760004998"
"116.971798826563","C00753","M-HCOONa+H[1+]","0.00102235979301213"
"150.131707133962","C00869","M+2H[2+]","0.000969332808011814"
"158.083295450624","C01365","M-HCOOH+H[1+]","0.000681016145989588"
"101.025028335928","C00262","M-H4O2+H[1+]","0.000451869157998885"
"182.042872982801","C00651","M+Na[1+]","0.000396516030974681"
"157.060657258757","C00439","M-H2O+H[1+]","0.000119208012989702"
"157.060657258757","C00526","M-C3H4O2+H[1+]","0.000119208012989702"
"157.060657258757","C00785","M+H2O+H[1+]","0.000119208013018124"
"197.000509889118","C00447","M+H+Na[2+]","0.00106657765201135"
"185.117110161663","C01418","M-HCOONa+H[1+]","0.00143369489296674"
"138.066051576716","C00135","M-H2O+H[1+]","0.000124890053996296"
"138.066051576716","C00768","M-H2O+H[1+]","0.000124890053996296"
"138.066051576716","C01162","M-H2O+H[1+]","0.000124890053996296"
"139.037338728214","C00141","M+Na[1+]","0.00076226144398106"
"830.652685599881","C00348","M-NH3+H[1+]","0.0064091331111058"
"130.049791459128","C00064","M-NH3+H[1+]","8.50076420135792e-05"
"130.049791459128","C00303","M-NH3+H[1+]","8.50076420135792e-05"
"130.049791459128","C00819","M-NH3+H[1+]","8.50076420135792e-05"
"130.049791459128","C01175","M(C13)+3H[3+]","0.00101499235799452"
"130.049791459128","C00025","M-H2O+H[1+]","8.50076420135792e-05"
"130.049791459128","C00217","M-H2O+H[1+]","8.50076420135792e-05"
"130.049791459128","C00302","M-H2O+H[1+]","8.50076420135792e-05"
"130.049791459128","C00979","M-H2O+H[1+]","8.50076420135792e-05"
"130.049791459128","C01042","M-HCOOH+H[1+]","0.000185007642016899"
"130.049791459128","C01045","M-HCOOH+H[1+]","0.000185007642016899"
"130.049791459128","C01059","M+H2O+H[1+]","8.50076420135792e-05"
"111.52178588997","C01267","M(C13)+2H[2+]","0.000359423200009701"
"191.081333161538","C00328","M-H2O+H[1+]","0.000143305232001012"
"191.081333161538","C00808","M+K[1+]","0.00154330523201907"
"191.081333161538","C00809","M+K[1+]","0.00154330523201907"
"191.081333161538","C00931","M-H4O2+H[1+]","0.000143305232029434"
"191.081333161538","C00964","M+K[1+]","0.00154330523201907"
"191.081333161538","C01123","M+K[1+]","0.00154330523201907"
"134.081028817817","C00148","M+H2O+H[1+]","0.000147648953003454"
"134.081028817817","C00329","M-HCOOH+H[1+]","0.000247648952978352"
"134.081028817817","C00763","M+H2O+H[1+]","0.000147648953003454"
"134.081028817817","C00956","M-CO+H[1+]","4.76489530001345e-05"
"134.081028817817","C01046","M-CO+H[1+]","4.76489530001345e-05"
"134.081028817817","C01077","M-CO+H[1+]","4.76489530001345e-05"
"134.081028817817","C01214","M-HCOOH+H[1+]","0.000247648952978352"
"225.110262375402","C00284","M-HCOONa+H[1+]","0.000314091368068148"
"225.110262375402","C01418","M-CO+H[1+]","0.00218590863198642"
"181.133420467608","C00745","M+H2O+H[1+]","0.000155999162018361"
"174.982592982969","C00703","M-CO+H[1+]","0.000283483800984641"
"174.982592982969","C01319","M-CO+H[1+]","0.000283483800984641"
"139.086495180518","C00437","M-H4O2+H[1+]","1.87137479770172e-05"
"139.086495180518","C01047","M-H4O2+H[1+]","1.87137479770172e-05"
"161.063573326467","C00651","M(C13)+H[1+]","0.000303140303003602"
"259.153235139238","C01121","M-HCOOK+H[1+]","0.00195867246799253"
"167.081375705832","C00933","M+H+Na[2+]","0.000399239062005563"
"163.075220812715","C00590","M-H2O+H[1+]","5.5654054989418e-05"
"124.518371142715","C00018","M+2H[2+]","0.00120532405499318"
"270.117787535271","C00559","M+H2O+H[1+]","0.00188893149896785"
"270.117787535271","C01304","M-HCOOK+H[1+]","0.00178893149899295"
"96.0442967225619","C00250","M-C3H4O2+H[1+]","7.97442080937572e-05"
"96.0442967225619","C00253","M-CO+H[1+]","2.02557919095625e-05"
"96.0442967225619","C00430","M-H4O2+H[1+]","2.02557918953516e-05"
"96.0442967225619","C00870","M-CO2+H[1+]","7.9744208107968e-05"
"96.0442967225619","C01015","M-H4O2+H[1+]","2.02557918953516e-05"
"96.0442967225619","C01020","M-CO2+H[1+]","7.9744208107968e-05"
"96.0442967225619","C01073","M-H4O2+H[1+]","2.02557918953516e-05"
"96.0442967225619","C01110","M-H4O2+H[1+]","2.02557918953516e-05"
"96.0442967225619","C01157","M-H4O2+H[1+]","2.02557918953516e-05"
"96.0442967225619","C01165","M-H4O2+H[1+]","2.02557918953516e-05"
"332.004736369671","C00112","M-C3H4O2+H[1+]","0.000359902900981979"
"156.065390177832","C00108","M+H2O+H[1+]","0.000186288938010648"
"156.065390177832","C00568","M+H2O+H[1+]","0.000186288938010648"
"156.065390177832","C00826","M-C3H4O2+H[1+]","0.000186288937982226"
"156.065390177832","C00847","M-CO+H[1+]","8.62889380073284e-05"
"156.065390177832","C01004","M+H2O+H[1+]","0.000186288938010648"
"156.065390177832","C01250","M-H2O+H[1+]","8.62889380073284e-05"
"845.277923439055","C01001","M+HCOONa[1+]","0.00804697228500117"
"111.080362605794","C00388","M[1+]","0.000762605793994453"
"111.080362605794","C01176","M+3H[3+]","8.05276426660839e-05"
"960.150667999142","C00566","M+H2O+H[1+]","0.00119153237199043"
"187.071166330066","C00202","M(S34)+H[1+]","0.00158986329600452"
"187.071166330066","C00202","M(Cl37)+H[1+]","0.000189863296014892"
"163.094617025257","C00955","M(C13)+H[1+]","0.000159441513005731"
"95.0239187421719","C00380","M-NH3+H[1+]","0.00015772459809682"
"95.0239187421719","C00106","M-H2O+H[1+]","5.77245980935004e-05"
"236.994204204313","C01143","M-C3H4O2+H[1+]","0.00182773754301024"
"178.035337291845","C01158","M+H+Na[2+]","8.91749249944951e-05"
"178.035337291845","C01268","M+2H[2+]","0.000789174925017733"
"139.07529795038","C00588","M-HCOOH+H[1+]","0.000478516390018058"
"139.07529795038","C00601","M+H2O+H[1+]","7.85163900332009e-05"
"139.07529795038","C01198","M-CO+H[1+]","2.14836099985405e-05"
"139.07529795038","C01279","M[1+]","0.000697950379986878"
"299.125471569191","C01121","M-CO2+H[1+]","0.00269510242100068"
"179.117795039216","C01056","M+H[1+]","8.14275540221843e-05"
"179.117795039216","C00398","M+H2O+H[1+]","8.14275540221843e-05"
"214.060574507864","C00327","M+K[1+]","0.00209804109400125"
"205.117993651681","C00977","M(C13)+H[1+]","0.00141718491099141"
"205.117993651681","C00449","M-C3H4O2+H[1+]","0.000282815089008182"
"205.117993651681","C00521","M+HCOONa[1+]","0.00188281508900445"
"205.117993651681","C01410","M-CO+H[1+]","0.000182815089004862"
"133.043905205972","C00214","M+H+Na[2+]","0.000478739201980716"
"133.043905205972","C01419","M-HCOOH+H[1+]","0.000828739202006545"
"163.038848845019","C00322","M(S34)+H[1+]","0.00142762175102007"
"163.038848845019","C00846","M(S34)+H[1+]","0.00142762175102007"
"163.038848845019","C00117","M-HCOONa+H[1+]","0.000227621751037077"
"163.038848845019","C00199","M-HCOONa+H[1+]","0.000227621751037077"
"163.038848845019","C00231","M-HCOONa+H[1+]","0.000227621751037077"
"163.038848845019","C00620","M-HCOONa+H[1+]","0.000227621751037077"
"163.038848845019","C00961","M+2H[2+]","0.000127621751005336"
"163.038848845019","C01101","M-HCOONa+H[1+]","0.000227621751037077"
"163.038848845019","C01112","M-HCOONa+H[1+]","0.000227621751037077"
"163.038848845019","C01179","M-H2O+H[1+]","0.000127621751005336"
"163.038848845019","C01197","M-H2O+H[1+]","0.000127621751005336"
"163.038848845019","C01207","M-H4O2+H[1+]","2.7621751002016e-05"
"163.038848845019","C01405","M-H2O+H[1+]","0.000127621751005336"
"161.059577631837","C01107","M-HCOONa+H[1+]","0.000198834933030412"
"210.087107729517","C00386","M-NH3+H[1+]","0.000268737253009022"
"210.087107729517","C00881","M-H2O+H[1+]","0.000168737253005702"
"119.049064417937","C00166","M-HCOOH+H[1+]","0.000112048832988876"
"119.049064417937","C00548","M-H2O+H[1+]","1.2048832999767e-05"
"119.049064417937","C00811","M-HCOOH+H[1+]","0.000112048832988876"
"200.007454095457","C00279","M[1+]","0.00114590454299446"
"200.007118921734","C00102","M-HCOONa+H[1+]","0.00184245496393487"
"200.007118921734","C00279","M[1+]","0.00148107826601063"
"185.128341038803","C00294","M-HCOOK+H[1+]","0.00156457203297578"
"286.997027572881","C00758","M+HCOOK[1+]","0.00185110611101891"
"286.997027572881","C00841","M+HCOOK[1+]","0.00185110611101891"
"286.997027572881","C00918","M-H4O2+H[1+]","0.00134889388897363"
"114.091252046901","C00123","M-H2O+H[1+]","2.44198690069197e-05"
"114.091252046901","C00407","M-H2O+H[1+]","2.44198690069197e-05"
"174.991327299366","C00129","M-C3H4O2+H[1+]","0.000649167403992124"
"174.991327299366","C00235","M-C3H4O2+H[1+]","0.000649167403992124"
"90.1106303304","C00134","M(C13)+H[1+]","4.61363699884032e-05"
"199.107549345227","C00214","M-CO2+H[1+]","0.000227121543019848"
"199.107549345227","C00931","M-CO+H[1+]","0.000127121543016528"
"199.107549345227","C01387","M+HCOOK[1+]","0.00192712154299102"
"112.542528305131","C00542","M(C13)+2H[2+]","0.000148161638989563"
"112.542528305131","C00799","M(C13)+2H[2+]","0.000498161638986971"
"996.341687553977","C00510","M-H4O2+H[1+]","0.00488891279303516"
"161.164645462707","C01037","M-CO+H[1+]","0.000131004063007367"
"105.054574947636","C00989","M+H[1+]","1.51913400259218e-06"
"105.054574947636","C01089","M+H[1+]","1.51913400259218e-06"
"105.054574947636","C01188","M+H[1+]","1.51913400259218e-06"
"105.054574947636","C00121","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00181","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00216","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00259","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00309","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00310","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00312","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00476","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00489","M-CO+H[1+]","1.51913400259218e-06"
"105.054574947636","C00503","M-H2O+H[1+]","1.51913400259218e-06"
"105.054574947636","C00508","M-HCOOH+H[1+]","0.00010151913397749"
"105.054574947636","C00652","M-CO2+H[1+]","0.000101519134005912"
"105.054574947636","C00684","M-CO2+H[1+]","0.000101519134005912"
"105.054574947636","C00741","M+H2O+H[1+]","0.000101519133991701"
"105.054574947636","C00815","M-CO2+H[1+]","0.000101519134005912"
"105.054574947636","C00900","M-CO+H[1+]","1.51913400259218e-06"
"105.054574947636","C01087","M-CO2+H[1+]","0.000101519134005912"
"105.054574947636","C01114","M-CO2+H[1+]","0.000101519134005912"
"105.054574947636","C01394","M-HCOOH+H[1+]","0.00010151913397749"
"184.001461951929","C00940","M+K[1+]","0.00118548515899874"
"242.099417060272","C00371","M+Na[1+]","0.00185940649799932"
"242.099417060272","C00864","M+Na[1+]","0.000559406498013004"
"209.984952628756","C00245","M+HCOOK[1+]","0.00167616198598353"
"176.102796907556","C00327","M+H[1+]","0.000179559213989933"
"183.030773074511","C00688","M+3H[3+]","0.00176327440763657"
"144.062952618546","C01104","M+HCOONa[1+]","0.000123848223978484"
"182.078737597424","C00604","M(C13)+H[1+]","0.000638869346005322"
"182.078737597424","C00392","M[1+]","0.000262402575998522"
"182.078737597424","C00794","M[1+]","0.000262402575998522"
"202.143594249556","C01404","M[1+]","0.000594249556002069"
"124.024227722523","C00097","M(Cl37)+H[1+]","5.12557529930291e-05"
"124.024227722523","C00736","M(Cl37)+H[1+]","5.12557529930291e-05"
"124.024227722523","C00793","M(Cl37)+H[1+]","5.12557529930291e-05"
"339.288644457115","C01292","M-HCOONa+H[1+]","0.00313200965501892"
"173.091971111947","C00666","M-H2O+H[1+]","0.00010535482300611"
"173.091971111947","C00680","M-H2O+H[1+]","0.00010535482300611"
"265.215589002068","C00959","M-C3H4O2+H[1+]","0.000687464702025409"
"265.215589002068","C01226","M-CO+H[1+]","0.000487464702018769"
"456.974483409667","C01345","M-H4O2+H[1+]","0.00360694289702224"
"455.165226785486","C01316","M-HCOOH+H[1+]","0.00165031871603105"
"199.99671315779","C01044","M+K[1+]","0.00153669101999299"
"100.083705480964","C00414","M(C13)+H[1+]","0.000170985805993951"
"154.083403960191","C00123","M+Na[1+]","0.000472506579029641"
"154.083403960191","C00407","M+Na[1+]","0.000472506579029641"
"187.096256420083","C00670","M-C3H4O2+H[1+]","0.000520046687000786"
"297.110981500917","C00921","M-H2O+H[1+]","0.00160503414696223"
"311.220940870654","C01226","M+H2O+H[1+]","0.000735596116044235"
"152.038200981721","C00357","M(C13)+2H[2+]","0.00107451495097166"
"131.091866298461","C00308","M-HCOOH+H[1+]","0.000910168308990933"
"206.940752317736","C00753","M+Na[1+]","0.000575850966015423"
"279.004772057895","C01275","M+NaCl[1+]","0.00169559112498519"
"373.179840976021","C00535","M+HCOOK[1+]","0.00236450925098097"
"373.179840976021","C00674","M+HCOOK[1+]","0.00236450925098097"
"373.179840976021","C01227","M+HCOOK[1+]","0.00236450925098097"
"111.020102331764","C00943","M+3H[3+]","0.00065919832734096"
"111.020102331764","C01267","M+2H[2+]","0.000375864993998221"
"111.020102331764","C01412","M+K[1+]","0.000174135006005827"
"1078.58535430675","C00306","M+H2O+H[1+]","0.00607783997998013"
"171.149017149768","C00612","M-NH3+H[1+]","0.000259317001990667"
"171.149017149768","C01029","M-NH3+H[1+]","0.000259317001990667"
"171.149017149768","C01037","M-H2O+H[1+]","0.000159317001987347"
"245.036284212083","C00438","M+HCOONa[1+]","0.00169225468698642"
"188.014044593202","C01005","M(Cl37)+H[1+]","0.000668126431975224"
"188.014044593202","C00073","M+K[1+]","0.000268126431990368"
"188.014044593202","C00855","M+K[1+]","0.000268126431990368"
"213.112022741482","C00670","M-HCOOH+H[1+]","0.000453725287968609"
"383.002632346305","C00105","M+NaCl[1+]","0.000855879534981341"
"383.002632346305","C01168","M+NaCl[1+]","0.000855879534981341"
"383.002632346305","C01368","M+NaCl[1+]","0.000855879534981341"
"88.0214838418398","C00642","M+H+Na[2+]","0.000442624930201418"
"88.0214838418398","C00755","M+H+Na[2+]","0.000442624930201418"
