"m.z"	"time"	"p.value"	"t.score"
85.0395647723429	240.104997022107	0.988805422829404	0.00435849968754332
85.0395669921782	10.0993531565981	0.70360834621891	0.117759628801494
85.0476951464037	79.4874455703363	0.863903378860114	-0.0533104629966028
85.0632040118185	107.992162047323	0.317923927597047	-0.315797759974344
85.0647148914359	16.623201264661	0.389354796585076	0.268415653444699
85.0759377032014	87.0563863372892	0.914710311215062	0.0332364989776345
85.0777282181556	105.434648054636	0.526089433231448	0.194739791570952
85.0840277954837	101.142959594795	0.637560896375132	0.146396538466645
85.0840583571203	242.136970587178	0.760449432529712	-0.0955844017467902
85.0840613422687	17.6676922750183	0.406498490874475	-0.254068261043505
85.1587281700226	34.8471126094108	0.829186998109157	-0.0671919181823596
85.1689714154231	93.1307304850127	0.407419810388589	0.257605064072717
85.1964554359978	34.6346823825092	0.596229709245583	-0.166498251131737
85.2309910491028	35.2318578905539	0.420685749653441	0.252537915786444
85.5154684819104	143.659225761929	0.831836388927512	-0.0668304736409056
85.5154740349713	284.154748711325	0.132551053243047	-0.440480036801507
85.6095504944598	47.7239199400821	0.784277486974902	-0.0852353276814619
85.9629691074117	131.414162398215	0.790094464078144	0.0830946026968666
86.0599474497555	287.306965383486	0.53410526390051	0.191125769130716
86.0810575703552	98.7977070333322	0.424052681363488	0.244532256508312
86.0814949276285	45.0987958358636	0.950338705215999	-0.0193565351461582
86.0913397051159	46.8653127337677	0.760908871433686	-0.0943703229470871
86.0963364492673	261.946887529179	0.655177500875692	0.139903203588071
86.0963476781412	62.6785383761337	0.899911237140749	-0.0390885507049775
86.1013518558913	46.9265031943936	0.499789683770788	-0.209938912442924
86.1111552549153	45.9919343951066	0.938037552666377	-0.0241653965988736
86.1208906400684	34.4585172922714	0.528280992114222	-0.199177564281786
86.1941234125246	34.7142934512889	0.691730163740922	-0.124320897894415
86.373432176474	60.7148185854569	0.401218612723728	0.262213374811269
86.4216889246488	80.7494217087104	0.826198997457047	-0.0683786515245024
86.6649934842899	48.4221624127791	0.977859198696971	0.00865225990999787
86.7066790848473	238.928913139343	0.850509791643324	-0.0584844175121986
86.9085822028012	53.8976019281311	0.924929988448327	0.0292449027759122
86.9556798662796	133.066269368427	0.324021132716676	-0.300166748038809
87.0440005687473	103.093931687599	0.817953541968643	-0.0720020161513116
87.0440048852969	27.6219503601612	0.844272023871687	0.0610379786183147
87.0462888865128	239.191269052548	0.330707915356015	-0.301903868128864
87.0547872095479	82.0518343204359	0.828133666677222	0.0673102309087946
87.0790561573255	86.1752504757779	0.967877003909817	-0.0125473609728019
87.0916193451199	12.0378563599534	0.377282694484401	0.271195766391111
87.0933988521491	46.5685738760201	0.57458566175206	-0.173092063091088
87.0997330083254	38.6295920661618	0.865857043337596	-0.0524375244433845
87.1466197945213	26.2441181495035	0.824515521017986	0.068766572714885
87.5016498481987	19.504242000397	0.623761763492301	-0.153165553774312
87.973628617766	288.514247395656	0.410201094524931	-0.251825067302304
87.9736897286057	153.175305497695	0.446758553745756	-0.232657867713603
